"PID","Gr.Liv.Area","Kitchen.Qual","Lot.Area","Year.Built","Exter.Qual","Full.Bath","Half.Bath","Bsmt.Full.Bath","Bsmt.Half.Bath","TotRms.AbvGrd","Fireplaces","Garage.Cars","Garage.Finish","Wood.Deck.SF","Open.Porch.SF","Lot.Config","Bedroom.AbvGr","Kitchen.AbvGr","luxury"
914452090,1299,"Gd",12150,1979,"TA",2,0,1,0,5,1,2,"RFn",84,0,"CulDSac",2,1,"Standard"
914452120,912,"TA",7540,1978,"TA",1,0,1,0,5,1,2,"RFn",0,0,"CulDSac",2,1,"Standard"
914452190,1080,"TA",9187,1983,"TA",1,1,0,0,5,0,2,"Unf",120,0,"Corner",3,1,"Standard"
914460020,1392,"Gd",10000,2002,"Gd",2,0,0,0,6,1,3,"Fin",168,49,"Inside",3,1,"Standard"
914460110,1409,"Gd",12864,2002,"Gd",1,1,1,0,4,1,2,"RFn",0,144,"CulDSac",1,1,"Standard"
914476330,1478,"TA",9928,1991,"TA",2,0,1,0,6,1,2,"Unf",114,22,"CulDSac",3,1,"Standard"
914478020,918,"TA",8750,1975,"TA",1,0,0,1,4,0,1,"Unf",192,84,"Inside",3,0,"Standard"
914478100,1026,"TA",8410,1974,"TA",1,0,1,0,5,1,2,"Unf",193,0,"Corner",2,1,"Standard"
916226090,1501,"Gd",4054,1987,"Gd",2,0,1,0,5,2,2,"Fin",240,0,"Inside",2,1,"Standard"
916253320,1502,"Gd",9763,1998,"Gd",1,1,1,0,5,1,1,"Fin",0,0,"Inside",1,1,"Luxury"
916326040,1328,"TA",16905,1959,"TA",1,1,0,1,5,2,1,"RFn",0,104,"Inside",2,1,"Standard"
916326090,2279,"Gd",19958,1958,"TA",2,1,0,0,7,1,2,"RFn",274,0,"Inside",4,1,"Luxury"
916384050,1689,"Gd",8368,2006,"Gd",2,0,0,0,7,0,2,"Fin",100,39,"Inside",3,1,"Standard"
916384070,1564,"Ex",8298,2006,"Gd",2,0,0,0,6,1,2,"RFn",132,0,"Inside",2,1,"Luxury"
916384080,1484,"Ex",9037,2006,"Gd",2,0,0,0,6,1,2,"RFn",120,33,"Inside",2,1,"Luxury"
916384150,1571,"Gd",10991,2007,"Gd",2,0,0,0,7,1,3,"Fin",100,36,"Inside",3,1,"Standard"
916386170,1646,"Gd",10656,2006,"Gd",2,0,0,0,6,1,3,"RFn",192,80,"Inside",3,1,"Standard"
916403040,1240,"Gd",10331,1985,"TA",2,0,0,1,6,0,2,"Unf",232,0,"CulDSac",3,1,"Standard"
916403290,1717,"Gd",13758,1990,"Gd",2,1,0,0,7,1,2,"RFn",168,36,"CulDSac",3,1,"Standard"
916455010,1756,"TA",9303,1996,"Gd",2,1,1,0,7,0,2,"Fin",144,122,"Corner",3,1,"Standard"
916455050,1312,"Gd",6718,2001,"Gd",2,0,0,0,5,0,2,"Unf",256,28,"Inside",2,1,"Standard"
916455110,1146,"Gd",9590,2003,"Gd",2,0,1,0,6,1,2,"Fin",160,22,"Corner",3,1,"Standard"
916455150,1922,"Gd",11305,2002,"Gd",2,0,1,0,6,1,3,"Fin",201,64,"Inside",2,1,"Luxury"
916460020,1491,"TA",7777,1996,"Gd",2,0,0,0,7,1,2,"Fin",0,35,"Inside",3,1,"Standard"
916475020,1629,"Gd",14536,2002,"Gd",2,0,1,0,9,1,3,"Fin",0,252,"Inside",3,1,"Luxury"
916477060,2486,"Gd",11800,2003,"Gd",3,1,1,0,10,1,2,"Fin",143,32,"Inside",5,1,"Luxury"
917425190,1572,"TA",35133,1963,"TA",1,1,1,0,5,2,3,"RFn",0,263,"Inside",3,1,"Standard"
921126010,1776,"Gd",15306,2006,"Gd",2,0,1,0,7,1,3,"Fin",0,0,"Corner",3,1,"Luxury"
921128030,1824,"Ex",12633,2006,"Ex",2,0,0,0,8,1,3,"Fin",160,36,"Inside",3,1,"Luxury"
921205070,2482,"Gd",12665,2005,"Gd",2,1,0,0,9,1,3,"Fin",144,39,"Inside",4,1,"Luxury"
923202220,2034,"TA",43500,1953,"TA",1,0,0,0,9,0,4,"RFn",483,266,"Inside",2,1,"Standard"
923203010,936,"TA",6710,1996,"TA",0,1,2,0,3,0,2,"Fin",0,40,"FR3",0,1,"Standard"
923204050,1040,"TA",25286,1963,"TA",1,0,1,0,5,0,2,"Unf",0,0,"Inside",3,1,"Standard"
923204140,1632,"TA",25000,1967,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
923205025,1622,"TA",32463,1961,"TA",1,0,1,0,7,1,4,"Fin",439,0,"Inside",3,1,"Standard"
923225040,1060,"TA",4224,1976,"TA",1,0,1,0,6,1,2,"Unf",100,110,"Inside",3,1,"Standard"
923225050,1142,"TA",4224,1976,"TA",1,1,1,0,6,1,2,"Fin",536,90,"Inside",3,1,"Standard"
923226300,1092,"TA",1504,1972,"TA",1,1,0,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
923228200,992,"TA",1533,1970,"TA",1,0,1,0,4,0,1,"Fin",112,97,"Inside",2,1,"Standard"
923228250,1092,"TA",2001,1970,"TA",1,1,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
923228390,1092,"TA",1890,1976,"TA",1,1,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
923229010,1062,"TA",11333,1976,"TA",1,0,1,0,5,2,2,"RFn",120,0,"Corner",3,1,"Standard"
923229040,1008,"Gd",9129,1977,"TA",1,0,1,0,4,1,2,"Fin",201,66,"Inside",1,1,"Standard"
923229100,1356,"TA",15957,1977,"TA",2,0,2,0,6,1,2,"Fin",1424,0,"Corner",3,1,"Standard"
923229140,1676,"Gd",33983,1977,"TA",1,1,1,0,6,2,2,"RFn",690,90,"Inside",3,1,"Standard"
923230010,1432,"TA",8286,1977,"TA",1,1,1,0,6,1,2,"Fin",0,136,"Corner",3,1,"Standard"
923230180,768,"TA",7244,1970,"TA",1,0,1,0,5,0,2,"Unf",104,0,"Inside",2,1,"Standard"
923251160,1608,"TA",27697,1961,"TA",1,0,0,0,6,0,1,"Unf",152,38,"Inside",3,1,"Standard"
923252080,845,"TA",7599,1982,"TA",1,0,1,0,4,0,2,"Unf",0,0,"Corner",2,1,"Standard"
923275010,1178,"TA",11000,1976,"TA",1,1,1,0,6,0,2,"Unf",0,44,"Corner",3,1,"Standard"
923275200,816,"TA",8314,1982,"TA",1,0,0,0,5,0,1,"Unf",168,0,"Corner",2,1,"Standard"
923276180,816,"TA",11625,1983,"TA",1,0,1,0,4,0,1,"Fin",330,0,"Inside",2,1,"Standard"
923425030,887,"TA",10447,1984,"TA",1,0,0,1,5,0,1,"RFn",140,0,"Inside",3,1,"Standard"
526302030,1293,"TA",11027,1954,"TA",2,0,1,0,5,0,2,"RFn",280,0,"Inside",2,1,"Standard"
526302040,1024,"Gd",10533,1956,"TA",1,0,1,0,5,2,1,"Unf",0,0,"Inside",2,1,"Standard"
526302120,1797,"TA",11765,1957,"TA",1,1,0,0,7,1,3,"Unf",0,0,"Corner",3,1,"Standard"
526303060,1390,"Ex",39384,1957,"TA",1,1,1,0,4,2,2,"Unf",0,189,"CulDSac",1,1,"Luxury"
526354020,1851,"TA",11727,1969,"TA",2,0,0,0,8,1,2,"Fin",0,146,"Corner",3,1,"Standard"
527105060,1525,"TA",8238,1997,"TA",2,1,1,0,6,1,2,"Fin",421,72,"Inside",3,1,"Standard"
527106010,2236,"Gd",13006,1997,"TA",2,1,0,0,8,1,2,"Fin",0,0,"Corner",4,1,"Standard"
527107020,1671,"TA",13041,1995,"TA",2,1,0,0,7,1,2,"Fin",0,84,"Inside",3,1,"Standard"
527107030,1498,"TA",13031,1995,"TA",2,1,0,0,6,1,2,"Fin",315,44,"Corner",3,1,"Standard"
527107120,1776,"TA",9783,1996,"TA",2,1,0,0,7,1,2,"Fin",286,116,"Inside",3,1,"Standard"
527107240,1511,"TA",11207,1997,"TA",2,1,1,0,8,1,2,"Fin",95,75,"FR2",3,1,"Standard"
527108010,2462,"Gd",19378,2005,"Gd",2,1,1,0,9,1,2,"RFn",239,132,"Corner",4,1,"Luxury"
527108020,1670,"Gd",14859,2006,"Gd",2,0,0,0,7,1,3,"RFn",144,60,"CulDSac",3,1,"Standard"
527108030,2064,"Gd",13128,2005,"Gd",2,1,0,0,7,1,2,"Fin",0,119,"CulDSac",4,1,"Standard"
527108040,1801,"Gd",10463,2005,"Gd",2,1,0,0,8,1,3,"Fin",0,116,"CulDSac",3,1,"Standard"
527108060,2212,"Gd",13751,2005,"Gd",2,1,1,0,9,1,3,"Fin",237,38,"CulDSac",3,1,"Luxury"
527108090,2021,"Gd",23257,2006,"Gd",2,1,0,0,9,1,2,"RFn",0,100,"CulDSac",3,1,"Luxury"
527146135,2687,"Gd",13108,1994,"Gd",2,1,0,0,9,0,2,"Fin",168,12,"Inside",4,1,"Luxury"
527158020,1169,"TA",8076,1993,"TA",2,0,0,1,6,1,2,"Fin",0,26,"Inside",3,1,"Standard"
527163020,1501,"Gd",7685,1993,"TA",2,1,0,0,6,1,2,"Fin",190,63,"Inside",3,1,"Standard"
527166030,1632,"TA",9084,1998,"TA",2,1,0,0,8,1,2,"Fin",0,28,"Inside",3,1,"Standard"
527182020,1204,"TA",3701,1987,"TA",2,0,0,0,5,0,2,"RFn",120,70,"Inside",2,1,"Standard"
527190050,1767,"Gd",5306,1987,"Gd",2,0,1,0,5,1,2,"RFn",441,35,"Inside",2,1,"Standard"
527190220,1742,"Gd",6563,1985,"Gd",2,0,1,0,5,1,2,"RFn",114,28,"CulDSac",2,1,"Luxury"
527210030,2798,"Ex",16023,2005,"Gd",3,1,1,0,11,1,3,"Fin",182,37,"CulDSac",3,1,"Luxury"
527210040,3390,"Ex",18062,2006,"Ex",3,1,0,0,10,1,3,"Fin",204,34,"CulDSac",5,1,"Luxury"
527210050,2473,"Gd",12292,2006,"Gd",2,1,0,0,11,1,3,"Fin",246,39,"CulDSac",4,1,"Luxury"
527212030,2868,"Ex",16056,2005,"Gd",3,1,0,0,11,1,3,"Fin",214,108,"Inside",4,1,"Luxury"
527212040,2576,"Ex",12438,2006,"Ex",2,1,0,0,10,1,3,"Fin",324,100,"Inside",4,1,"Luxury"
527214060,2698,"Ex",16052,2006,"Ex",2,1,1,0,11,1,3,"RFn",250,0,"CulDSac",4,1,"Luxury"
527216010,2795,"Ex",15922,2005,"Gd",3,1,0,0,10,1,3,"Fin",272,102,"Corner",4,1,"Luxury"
527216050,2945,"Gd",13682,2006,"Ex",3,1,0,0,10,1,3,"Fin",192,0,"CulDSac",3,1,"Luxury"
527226010,2320,"TA",14762,1948,"TA",2,0,0,0,7,1,2,"Unf",120,144,"Corner",2,1,"Standard"
527250040,1056,"TA",34650,1955,"TA",1,0,1,0,5,0,2,"Fin",264,0,"Inside",3,1,"Standard"
527252090,1714,"Gd",8147,2005,"Gd",2,0,1,0,7,1,2,"Fin",156,55,"Inside",2,1,"Luxury"
527254070,1826,"Gd",11302,2005,"Gd",2,0,1,0,7,1,3,"Fin",180,75,"Inside",3,1,"Luxury"
527256120,2000,"Ex",18261,2005,"Ex",2,1,1,0,8,2,3,"Unf",351,102,"Inside",3,1,"Luxury"
527301010,1621,"Gd",14145,1984,"Gd",2,0,1,0,8,0,2,"RFn",108,45,"Corner",3,1,"Standard"
527302080,2183,"Gd",13837,1988,"Gd",2,1,0,0,9,0,3,"Unf",0,0,"Corner",4,1,"Standard"
527325160,2263,"Gd",16659,1977,"TA",2,1,1,0,9,1,2,"Fin",0,250,"Corner",3,1,"Standard"
527327080,1574,"TA",18800,1976,"TA",2,1,1,0,6,1,2,"Fin",306,111,"FR2",3,1,"Standard"
527328010,1102,"TA",10464,1980,"TA",1,0,1,0,5,1,2,"RFn",140,22,"FR3",2,1,"Standard"
527354040,1872,"TA",10400,1988,"TA",2,0,0,1,6,1,2,"Fin",197,39,"Inside",3,1,"Standard"
527355060,1857,"TA",10530,1978,"TA",2,1,0,0,8,1,2,"RFn",400,105,"Inside",4,1,"Standard"
527355280,1686,"TA",10240,1980,"TA",2,0,1,0,7,1,2,"Unf",384,131,"Inside",3,1,"Standard"
527356020,2784,"Gd",16692,1978,"TA",3,1,1,0,12,2,2,"RFn",0,112,"Inside",5,1,"Standard"
527356060,1552,"TA",11475,1975,"TA",2,1,1,0,6,1,2,"RFn",209,208,"Inside",3,1,"Standard"
527358090,1083,"TA",9927,1976,"Gd",1,0,1,0,5,1,2,"RFn",444,0,"Inside",2,1,"Standard"
527365010,2318,"Gd",9512,2005,"Gd",2,1,1,0,8,1,2,"Fin",0,246,"Inside",3,1,"Luxury"
527375160,1875,"Gd",10530,1975,"TA",3,0,0,0,8,1,2,"RFn",48,28,"Inside",3,1,"Standard"
527376090,1074,"TA",10140,1975,"TA",1,1,1,0,6,0,2,"RFn",0,88,"Inside",3,1,"Standard"
527376110,1664,"TA",10140,1976,"TA",2,1,0,0,8,1,2,"RFn",0,28,"Inside",4,1,"Standard"
527377030,1309,"Gd",10140,1974,"TA",1,1,1,0,5,1,2,"RFn",265,0,"Inside",3,1,"Standard"
527378010,1103,"TA",10000,1974,"TA",2,0,0,0,6,0,2,"Unf",295,84,"Inside",3,1,"Standard"
527402210,1096,"TA",15870,1969,"TA",1,0,1,0,6,0,1,"Fin",240,32,"Corner",3,1,"Standard"
527402380,864,"TA",9353,1970,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
527404180,874,"TA",7200,1971,"TA",1,0,0,1,5,0,2,"Unf",63,0,"Inside",3,1,"Standard"
527427210,1419,"Gd",8773,2002,"Gd",2,0,1,0,4,0,2,"Fin",196,68,"FR2",2,1,"Standard"
527450010,1092,"TA",2760,1973,"TA",1,1,0,0,6,0,2,"Unf",0,0,"Inside",3,1,"Standard"
527450080,1365,"Gd",2160,1973,"TA",1,1,0,0,7,1,2,"Unf",0,36,"Inside",3,1,"Standard"
527450210,987,"TA",1953,1973,"TA",1,1,0,0,5,0,1,"Unf",72,0,"Inside",2,1,"Standard"
527450460,1030,"TA",1890,1972,"TA",1,1,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
527451380,1218,"TA",1680,1972,"TA",1,1,0,1,7,0,1,"Unf",0,28,"Inside",3,1,"Standard"
527451450,948,"TA",1680,1972,"TA",1,1,0,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
527451460,1092,"TA",1680,1972,"TA",1,1,0,0,6,0,1,"Unf",352,0,"Inside",3,1,"Standard"
527451520,987,"TA",1680,1972,"TA",1,1,0,0,5,1,1,"Unf",0,0,"Inside",2,1,"Standard"
527452070,1069,"TA",4043,1975,"TA",2,0,0,1,4,1,2,"RFn",0,55,"Inside",2,1,"Standard"
527452290,1387,"TA",7514,1967,"TA",1,0,1,0,6,1,1,"RFn",0,0,"Inside",3,1,"Standard"
527452310,900,"TA",7838,1967,"TA",1,0,1,0,6,1,1,"RFn",175,144,"Inside",3,1,"Standard"
527453070,1055,"TA",2280,1976,"TA",2,0,1,0,4,0,1,"Unf",0,29,"FR2",2,1,"Standard"
527455100,1456,"TA",2179,1976,"TA",2,1,0,0,6,1,2,"RFn",0,28,"Inside",3,1,"Standard"
528102010,1980,"Ex",16737,2004,"Gd",2,0,1,0,8,1,3,"Fin",194,45,"FR3",3,1,"Luxury"
528102080,2589,"Ex",16387,2006,"Gd",2,1,1,0,11,1,3,"RFn",0,0,"Inside",4,1,"Luxury"
528106010,2596,"Gd",16259,2006,"TA",3,1,0,0,9,0,3,"RFn",240,154,"Corner",4,1,"Luxury"
528106120,1618,"Gd",16163,2004,"Gd",2,0,0,0,6,1,3,"Fin",0,0,"Corner",2,1,"Luxury"
528110050,2076,"Ex",13891,2006,"Ex",2,1,1,0,7,1,3,"Fin",216,229,"Inside",2,1,"Luxury"
528112010,1740,"Gd",12228,2006,"Gd",2,0,0,0,8,0,3,"RFn",0,43,"Corner",4,1,"Luxury"
528114010,1868,"Ex",14780,2005,"Ex",2,0,1,0,7,1,3,"Fin",354,56,"Corner",2,1,"Luxury"
528116030,1850,"Gd",16033,2004,"Gd",2,0,1,0,8,1,3,"Fin",519,112,"FR2",3,1,"Luxury"
528118010,2376,"Gd",14215,2005,"Gd",3,1,0,0,9,1,3,"RFn",240,154,"Corner",4,1,"Luxury"
528118020,2452,"Gd",13418,2004,"Gd",3,1,0,0,9,1,3,"Fin",113,32,"Inside",4,1,"Luxury"
528118110,2206,"Ex",13975,2005,"Gd",2,1,0,0,10,1,3,"Fin",148,95,"Corner",4,1,"Luxury"
528120110,2098,"Ex",10240,2005,"Gd",2,1,0,0,8,1,3,"RFn",192,52,"Inside",3,1,"Luxury"
528120140,2091,"Ex",9942,2005,"Ex",2,1,1,0,8,1,2,"RFn",194,84,"Inside",3,1,"Luxury"
528138030,2324,"Ex",11924,2005,"Ex",3,0,1,0,11,2,3,"Fin",147,21,"Inside",4,1,"Luxury"
528142010,2253,"Ex",12867,2005,"Gd",2,1,0,0,8,1,2,"Fin",243,142,"Corner",3,1,"Luxury"
528142060,2389,"Gd",10672,2006,"Gd",2,1,0,0,10,1,3,"Fin",176,64,"Inside",4,1,"Luxury"
528142070,2358,"Ex",11643,2005,"Gd",2,1,1,0,10,1,3,"Fin",120,34,"Inside",4,1,"Luxury"
528142110,1944,"Ex",12378,2003,"Gd",2,0,1,0,8,3,3,"Fin",208,175,"Inside",3,1,"Luxury"
528144030,1970,"Ex",11065,2006,"Gd",2,1,0,0,8,1,3,"Fin",177,74,"Inside",3,1,"Luxury"
528150080,1792,"Gd",13758,2005,"Ex",2,0,1,0,6,1,3,"RFn",204,49,"Inside",2,1,"Luxury"
528150090,1780,"Ex",14828,2004,"Ex",2,0,1,0,7,1,3,"Fin",144,68,"Corner",2,1,"Luxury"
528164040,1792,"Ex",11846,2003,"Gd",2,0,1,0,6,1,3,"Fin",206,49,"Inside",2,1,"Luxury"
528170040,2728,"Ex",20431,2005,"Ex",2,1,1,0,10,2,3,"Fin",0,0,"Inside",4,1,"Luxury"
528172020,1904,"Ex",10927,2005,"Gd",2,1,1,0,8,1,2,"Fin",179,60,"Inside",3,1,"Luxury"
528172150,1914,"Gd",13215,2004,"Gd",2,1,1,0,9,1,3,"RFn",168,127,"Corner",3,1,"Luxury"
528174080,1364,"Gd",7052,2005,"Gd",2,0,1,0,6,1,2,"RFn",192,36,"Inside",2,1,"Standard"
528180080,1565,"Ex",5911,2005,"Ex",2,0,1,0,6,1,2,"RFn",196,56,"Inside",2,1,"Luxury"
528181030,1368,"Gd",6955,2005,"Gd",2,0,0,0,6,1,2,"RFn",132,35,"Inside",2,1,"Standard"
528181040,1368,"Gd",6792,2005,"Gd",2,0,0,0,6,1,2,"RFn",132,35,"Inside",2,1,"Standard"
528186100,1686,"Ex",7740,2006,"Gd",2,0,1,0,6,1,3,"Fin",266,100,"Inside",1,1,"Luxury"
528186110,1666,"Gd",6373,2006,"Ex",2,0,1,0,6,1,2,"RFn",228,75,"Inside",2,1,"Luxury"
528188040,1405,"Gd",3136,2003,"Gd",2,0,0,0,6,1,2,"RFn",148,36,"Corner",2,1,"Standard"
528218030,1316,"Gd",10237,2005,"Gd",2,0,0,0,6,1,2,"Fin",100,0,"Inside",3,1,"Standard"
528218060,1456,"Gd",10237,2005,"Gd",2,1,0,0,8,1,2,"Fin",0,24,"Inside",3,1,"Standard"
528218080,1492,"Gd",10237,2006,"Gd",2,1,0,0,8,0,2,"Fin",0,32,"Inside",3,1,"Standard"
528218130,1496,"Gd",17104,2006,"Gd",2,1,1,0,7,1,2,"RFn",100,24,"Inside",3,1,"Standard"
528218140,1863,"Gd",14054,2006,"Gd",2,1,0,0,9,1,3,"Fin",100,17,"Inside",4,1,"Standard"
528221010,1326,"Gd",11660,2006,"Gd",2,0,0,0,6,0,2,"Fin",100,0,"Inside",3,1,"Standard"
528221100,1456,"TA",15578,2006,"Gd",2,1,0,0,8,0,2,"RFn",0,0,"Corner",3,1,"Standard"
528222010,2373,"Gd",11631,2004,"Gd",2,1,0,0,9,1,3,"Fin",120,46,"Corner",4,1,"Luxury"
528222020,1492,"Gd",9073,2006,"Gd",2,1,0,0,8,0,2,"Fin",100,32,"Inside",3,1,"Standard"
528228280,1364,"Gd",3087,2006,"Gd",2,0,1,0,6,1,2,"Fin",100,16,"Inside",2,1,"Standard"
528228325,1557,"Gd",3196,2003,"Gd",2,0,0,0,7,1,2,"Fin",143,20,"Inside",2,1,"Standard"
528228340,1456,"Gd",3196,2003,"Gd",2,0,0,0,7,1,2,"Fin",143,20,"Inside",2,1,"Standard"
528228360,1511,"Gd",2938,2002,"Gd",2,0,1,0,5,1,2,"Fin",130,30,"Inside",2,1,"Standard"
528228415,1414,"Gd",3072,2004,"Gd",2,0,0,0,6,1,2,"Fin",144,20,"Inside",2,1,"Standard"
528228430,1548,"Gd",3072,2004,"Gd",2,0,1,0,7,1,2,"Fin",143,20,"Inside",2,1,"Standard"
528228545,1248,"Gd",3010,2005,"Gd",2,0,0,0,5,0,2,"Fin",108,0,"Inside",2,1,"Standard"
528228550,1142,"Gd",3010,2005,"Gd",2,0,0,0,6,0,2,"Fin",90,0,"Inside",2,1,"Standard"
528228565,1506,"Gd",3013,2005,"Gd",2,0,0,0,6,1,2,"Fin",142,20,"Inside",2,1,"Standard"
528228575,1567,"Ex",3982,2006,"Gd",2,0,1,0,7,1,3,"Fin",312,0,"Inside",1,1,"Luxury"
528228580,1500,"Gd",4045,2006,"Gd",2,0,1,0,6,1,3,"Fin",161,20,"Inside",2,1,"Standard"
528231050,1838,"TA",21930,2005,"Gd",2,1,0,0,7,1,2,"Fin",100,40,"Inside",4,1,"Standard"
528235050,1509,"Gd",7861,2002,"Gd",2,1,1,0,7,1,2,"Fin",100,75,"Inside",3,1,"Standard"
528235130,1414,"Gd",9056,2004,"Gd",2,1,0,0,6,1,2,"Fin",100,35,"Inside",3,1,"Standard"
528235190,1598,"Gd",9171,2004,"Gd",2,1,0,0,7,1,2,"Fin",100,48,"Inside",3,1,"Standard"
528240080,1936,"Gd",11194,2000,"Gd",2,1,0,0,7,1,2,"RFn",188,124,"Corner",3,1,"Standard"
528250060,1509,"Gd",7875,2003,"Gd",2,1,0,0,8,1,2,"Fin",0,75,"Inside",3,1,"Standard"
528275060,1664,"TA",8121,2000,"TA",2,1,0,0,7,1,2,"RFn",100,40,"Inside",3,1,"Standard"
528275080,1889,"TA",8658,2000,"TA",2,1,0,0,9,1,2,"Fin",0,0,"Inside",3,1,"Standard"
528280100,1886,"Gd",11214,1998,"Gd",2,1,0,0,10,1,2,"Fin",89,0,"Corner",4,1,"Standard"
528290140,1671,"TA",10852,2000,"TA",2,1,1,0,7,1,2,"Fin",0,38,"Inside",3,1,"Standard"
528292080,2322,"Gd",12104,2006,"Gd",3,1,0,0,8,0,3,"RFn",400,45,"FR3",4,1,"Luxury"
528294070,2291,"Gd",8738,1999,"Gd",2,1,0,0,8,1,2,"Fin",192,0,"Inside",4,1,"Standard"
528315030,2392,"Gd",9452,1997,"Gd",2,1,1,0,7,1,3,"Fin",0,70,"Inside",3,1,"Luxury"
528315070,1976,"Gd",9660,1998,"Gd",2,1,1,0,7,1,3,"Fin",210,31,"Inside",3,1,"Luxury"
528315080,2234,"Gd",9545,2000,"Gd",2,1,1,0,7,1,3,"RFn",0,50,"Corner",3,1,"Luxury"
528320060,3627,"Gd",35760,1995,"Gd",3,1,1,0,10,1,3,"Fin",361,76,"CulDSac",4,1,"Luxury"
528327010,2855,"Ex",9233,2000,"Gd",2,1,1,0,9,1,3,"RFn",247,55,"Inside",4,1,"Luxury"
528344060,1924,"Gd",12011,1998,"Gd",2,1,1,0,7,1,2,"RFn",208,75,"CulDSac",3,1,"Luxury"
528348010,2263,"Gd",12090,1998,"Gd",2,1,0,0,10,1,2,"Fin",144,123,"Corner",4,1,"Luxury"
528358030,2726,"Gd",10019,1995,"Gd",2,1,0,0,9,1,3,"RFn",307,169,"Inside",4,1,"Luxury"
528360050,3500,"Ex",17242,1993,"Gd",3,1,1,0,11,1,3,"RFn",870,86,"Inside",4,1,"Luxury"
528363070,2494,"Gd",10236,1994,"Gd",2,1,1,0,9,1,3,"Fin",200,95,"Inside",4,1,"Luxury"
528365090,2526,"Gd",10120,1994,"Gd",2,1,1,0,8,1,3,"RFn",309,78,"Inside",4,1,"Luxury"
528366040,2799,"Gd",12585,1993,"Gd",2,1,1,0,8,1,3,"Fin",432,136,"Inside",3,1,"Luxury"
528429060,1964,"Gd",12447,2005,"Gd",2,1,0,0,8,1,2,"Fin",200,70,"Inside",3,1,"Luxury"
528429100,1670,"Gd",15218,2006,"Gd",2,1,1,0,6,1,3,"RFn",0,240,"CulDSac",2,1,"Luxury"
528429120,2097,"Ex",20896,2005,"Gd",1,1,1,0,8,1,3,"Fin",192,267,"CulDSac",1,1,"Luxury"
528429130,1660,"Gd",10182,2006,"Gd",2,0,1,0,8,1,2,"RFn",322,50,"CulDSac",3,1,"Luxury"
528439030,1616,"Gd",8688,2005,"Gd",2,0,0,0,7,0,3,"RFn",208,59,"Inside",3,1,"Standard"
528445010,1504,"Gd",10936,2006,"Gd",2,0,0,0,7,0,2,"Fin",144,0,"Corner",3,1,"Standard"
528456200,1278,"Gd",8640,2006,"Gd",2,0,0,0,5,0,2,"RFn",0,60,"Inside",2,1,"Standard"
528477010,2640,"Ex",13162,2006,"Gd",3,1,1,0,11,1,3,"RFn",0,265,"Corner",3,1,"Luxury"
528477030,1489,"Gd",11216,2006,"Gd",2,0,0,0,7,1,2,"RFn",0,140,"Inside",3,1,"Standard"
528480070,1939,"Gd",10728,2006,"Gd",2,1,0,0,8,1,3,"RFn",192,51,"Inside",3,1,"Luxury"
528480100,1553,"Gd",8125,2005,"Gd",2,1,0,0,6,0,2,"RFn",0,45,"Inside",3,1,"Standard"
528480110,1716,"Gd",8125,2005,"Gd",2,1,0,0,7,0,2,"RFn",0,53,"Inside",3,1,"Standard"
528480150,1576,"Gd",8125,2006,"Gd",2,1,0,0,6,0,2,"RFn",0,50,"Inside",3,1,"Standard"
528488110,1262,"Gd",7200,2006,"Gd",2,0,0,0,5,0,2,"Fin",0,120,"Inside",2,1,"Standard"
528488120,1266,"Gd",7500,2005,"Gd",2,0,0,0,6,1,2,"Unf",38,144,"Inside",3,1,"Standard"
528488130,1301,"Gd",7200,2006,"Gd",2,0,1,0,5,1,2,"RFn",216,121,"Inside",2,1,"Standard"
531367010,1400,"Gd",11024,2005,"Gd",2,0,0,0,6,0,2,"RFn",144,55,"Corner",3,1,"Standard"
531375070,1141,"TA",13072,2005,"Gd",1,1,0,0,6,0,2,"Unf",0,0,"Inside",3,1,"Standard"
531375100,1158,"Gd",13072,2004,"TA",1,1,1,0,5,0,2,"Unf",0,50,"Inside",3,1,"Standard"
531376030,1686,"Gd",7800,2005,"Gd",2,1,0,0,8,0,2,"Fin",144,101,"Inside",3,1,"Standard"
531376050,1585,"Gd",7632,2005,"Gd",2,1,0,0,7,0,2,"RFn",100,77,"Inside",3,1,"Standard"
531379030,1837,"TA",8304,1997,"TA",2,1,0,0,7,0,2,"RFn",150,165,"Inside",3,1,"Standard"
531450040,1603,"Gd",7153,1992,"Gd",2,1,0,0,7,0,2,"RFn",0,124,"Inside",3,1,"Standard"
531451290,1731,"Gd",9370,1992,"Gd",2,1,1,0,7,0,2,"RFn",307,85,"Inside",3,1,"Standard"
531452080,1398,"Gd",7175,1990,"Gd",2,0,1,0,5,0,2,"RFn",0,46,"Inside",2,1,"Standard"
531452100,1217,"Gd",7175,1991,"Gd",2,0,0,0,5,0,2,"RFn",0,64,"Inside",2,1,"Standard"
531452210,1320,"Gd",9019,1994,"TA",2,1,0,0,6,0,2,"Fin",0,40,"Inside",3,1,"Standard"
